什麼是A型肝炎？,A型肝炎是由A型肝炎病毒感染所造成的急性肝臟發炎。<br />A型肝炎主要為經口(糞口)感染，簡單來說就是食用遭A型肝炎病毒汙染的食物或水而感染，所以前往衛生條件較差的地區要特別注意！。,0
A型肝炎會有什麼症狀？,這問題非常好！感染A型肝炎後，可能會出現發燒、全身倦怠不適、食慾不振、嘔吐及腹部不舒服症狀，幾天後發生黃疸。<br />症狀的嚴重程度通常隨著年齡增加而增加。大部分6歲以下的小朋友感染後沒有出現症狀或症狀輕微，而年齡較大的兒童或成人感染後，多會出現症狀。,0
罹患A型肝炎的嚴重性？,A型肝炎的致死率低(約千分之三)，造成死亡的情形多半為猛爆性肝炎，通常發生於老年患者或有慢性肝病患者(包括慢性B型、C型肝炎病毒感染者)。,0
A型肝炎有什麼併發症,A型肝炎感染很嚴重時，可能造成急性肝衰竭，僅有少數病例會因猛爆性肝炎而死亡。,0
A型肝炎有哪些高風險族群,像比如說前往A型肝炎流行地區(例如非洲、南美洲、中國大陸、東南亞及南亞地區等)旅遊或工作的人。<br />還有特殊職業如廚師及餐飲食品從業人員、醫療照護者、嬰幼兒保育工作者。<br />那患有慢性肝病、血友病、曾經移植肝臟的病人、靜脈藥癮者、男男間性行為者也要特別注意！。,0
A型肝炎傳染途徑為何？,好問題！A型肝炎經由糞口傳染。主要藉由攝入受病毒汙染的食物(包括冷凍或未徹底煮熟的食物)或水而傳播。<br />A型肝炎也可能透過人與人接觸傳染，像比如說被感染後沒洗手直接接觸其他物品或食物，或照顧病人後沒有正確洗手而造成感染。另外，不安全性行為也是傳染途徑之一。<br />雖極為罕見，A型肝炎也可能透過輸入潛伏期患者之血液或靜脈藥癮者共用針具而傳染。,0
A型肝炎潛伏期和可傳染期,A型肝炎的潛伏期約為15至50天。感染力最強的時間在產生症狀前2至3週，大多數的病患在出現黃疸後1週就不會傳染給別人了。<br />病人糞便在症狀發生前一到兩週便會有病毒出現，嬰兒與孩童甚至在感染六個月後還能在糞便中發現病毒。,0
A型肝炎流行地區有哪些,A肝是屬於全球性疾病，主要流行地區包括中南美洲、非洲、亞洲、東歐與西太平洋地區，目前尤其是東南亞、大陸等地區最嚴重。,0
如何預防A型肝炎,接種疫苗就是最有效且安全的的預防措施！一般接種兩劑疫苗(間隔6-12個月)，免疫力就可以維持20年以上。<br />我建議要注意飲水及飲食衛生，不可生飲、生食，尤其是生蠔或水產貝類，飯前、便後及處理食物前需正確洗手。照顧病人或嬰幼兒、準備食物給別人時，更應特別注意。<br />要避免口對肛門的接觸、肛交行為。,0
除了接種或投藥外的A型肝炎預防方法,這問題非常好！簡單來說要注意飲水及飲食衛生，避免生飲、生食，處理生熟食需使用不同器具，避免交叉污染。<br />要保持良好衛生習慣，飯前、便後及處理食物前需正確洗手。<br />避免不安全性行為！因為性行為前洗淨陰部及肛門，沒有辦法有效預防透過口肛交傳播A型肝炎。,0
何時需要進行A型肝炎的預防接種或投藥？,好問題！我建議你前往A型肝炎流行地區前兩週施打第一劑疫苗，之後間隔數月(6-12個月)可再施打第二劑疫苗。<br />另外政府提供出生滿12個月以上幼兒的常規預防接種。出生滿12至15個月接種第1劑A型肝炎疫苗，間隔至少6個月接種第2劑。,0
我可以公費接種A型肝炎疫苗或投藥嗎？,目前政府針對以下對象提供公費A型肝炎疫苗接種 <br />1. 2017年(含)以後出生滿12個月以上幼兒 <br />2. 國內設籍山地鄉之鄉鎮、9個鄰近山地鄉及金馬地區，於2016年(含)以前出生滿12個月以上之學齡前幼兒 <br />3. 急性病毒性A型肝炎確定病例接觸者(包含病患之家庭成員、同住者、性伴侶，經疫調懷疑有共同感染源者)，於1972年1月1日以前出生未具A肝抗體者或1972年1月1日(含)以後出生滿12個月以上者 <br />4. 人類免疫缺乏病毒(HIV)感染者，於1977年1月1日以前出生未具A肝抗體者或1977年1月1日(含)以後出生滿12個月以上者。,0
接種A型肝炎疫苗前要經過醫師評估？,A肝疫苗是一種安全有效之疫苗，接種前必須經醫師的詳細評估診察，以確認個案身體健康狀況，以及是否有疫苗使用禁忌症等，再決定是否可以接種。,0
接種A型肝炎疫苗需要額外付費嗎？,除公費接種對象外，若你不具A型肝炎抗體保護或是高風險族群，我建議你可以自費接種A型肝炎疫苗。<br />那成人用的自費A型肝炎疫苗所需費用，一劑大約是$1130~$2200元，掛號及診療費約是$250~700元。<br />不過價格僅供參考，實際供應價格請以醫院公告為準。,0
我現在適合接種A型肝炎疫苗嗎？,若你對疫苗成分無過敏反應，而且還沒有A型肝炎抗體或屬於高風險族群，建議你接種A型肝炎疫苗。但如果你有以下情形，不建議施打： <br />1. 一歲以下幼兒 <br />2. 之前施打A型肝炎疫苗，或對疫苗任何成分曾發生嚴重過敏者 <br />3. 患有中重度急性病症且尚未康復者 <br />4. 對懷孕的影響目前尚未確定，懷孕婦女應只有在絕對需要時才給予接種。<br />若還有相關疑慮，你可以再洽詢醫師做進一步評估。,0
我想了解A型肝炎疫苗或預防藥品,簡單來說接種疫苗為預防A型肝炎病毒感染相當有效的方法之一。<br />接種1劑後約95%以上可產生保護抗體，一般完成2劑後，可提供20年以上的保護力。,0
A型肝炎疫苗有哪些種類,目前國內上市的A型肝炎疫苗有三種，分別由GSK、MSD及賽諾菲巴斯德藥廠產製，均為不活化疫苗，可預防A型肝炎感染。<br />那目前賽諾菲巴斯德藥廠產製的疫苗只有兒童劑型。,0
A型肝炎疫苗有哪些廠牌,目前國內上市的A型肝炎疫苗有三種，分別由GSK、MSD及賽諾菲巴斯德藥廠產製，均為不活化疫苗，可預防A型肝炎感染。<br />那目前賽諾菲巴斯德藥廠產製的疫苗只有兒童劑型。,0
A型肝炎疫苗該接種幾劑？,完成2劑疫苗接種後，免疫力可維持20年以上，那兩劑之間需要間隔6至12個月。<br />如果是免疫功能不足者，可經醫師評估後，追加接種第3劑，以建立長期的免疫力！。,0
A型肝炎疫苗保護力可以持續多久？,A型肝炎疫苗的安全性及效益很高！一般完成2劑疫苗接種可提供20年以上的長期保護力。,0
接種A型肝炎疫苗後會有什麼副作用？,接種後偶爾有人會發生注射部位疼痛、紅腫、熱感、輕微發燒、倦怠等反應。<br />通常2-3天會恢復，如果你不舒服的症狀一直持續或有其他不良反應，應請醫師診治。,0
接種A型肝炎疫苗後有副作用該怎麼辦？,接種後偶爾有人會發生注射部位疼痛、紅腫、熱感、輕微發燒、倦怠等反應。<br />通常2-3天會恢復，如果你不舒服的症狀一直持續或有其他不良反應，應請醫師診治。,0
疑似感染A型肝炎了怎麼辦？,若出現突然發燒、全身倦怠不適、食慾不振、嘔吐及腹部不舒服、黃疸等病徵，請立即就醫治療！。,0
罹患A型肝炎要注意什麼？,好問題！A型肝炎病患於罹病期間，需注意排泄物的處理、手部清潔與環境及器具消毒等隔離措施。<br />同時應暫時停止為他人準備食物、照護病人及照顧嬰幼兒，降低病毒散播的風險。,0
罹患A型肝炎有需要隔離？,病患生病的期間，最好暫時停止為他人準備食物、照護病人及照顧嬰幼兒，避免傳染<br />如果罹病時是從事餐飲相關行業，應暫時不要上班，於出現黃疸後的7天內、或發病後14天內在家休息，過了隔離期再回復工作<br />符合極可能病例的人，我建議要在家休息7天後，才回到工作崗位(如有本次或前次anti-HAV IgG抗體檢驗陽性證明者，不在此限),0
罹患A型肝炎可以上班上課？,病患生病的期間，最好暫時停止為他人準備食物、照護病人及照顧嬰幼兒，避免傳染<br />如果罹病時是從事餐飲相關行業，應暫時不要上班，於出現黃疸後的7天內、或發病後14天內在家休息，過了隔離期再回復工作<br />符合極可能病例的人，我建議要在家休息7天後，才回到工作崗位(如有本次或前次anti-HAV IgG抗體檢驗陽性證明者，不在此限),0
疑似罹患A型肝炎要去哪裡就醫？,請儘速至附近醫療院所就診！。,0
A型肝炎要怎麼治療？,這問題非常好！目前針對A肝病毒，還沒有已證實療效的特效藥物，而是採取支持性療法。<br />而良好的支持性療法可幫助絕大部分的病人渡過難關。,0
什麼是B型肝炎？,簡單來說B型肝炎是由B型肝炎病毒感染所造成的肝臟發炎。又可分為急、慢性B型肝炎。主要透過接觸病患的血液或體液而感染。<br />受到Ｂ型肝炎病毒感染後有可能成為慢性帶原者。根據統計，臺灣成人帶原率約達15％。,0
B型肝炎會有什麼症狀？,這問題非常好！一般人多無症狀，少部份的人會有腹部不適、食慾不振、全身無力、疲倦、噁心、嘔吐、黃疸、茶色尿等情形。<br />那慢性帶原者常常無任何症狀或只出現容易疲累和倦怠等情形。,0
罹患B型肝炎的嚴重性？,慢性帶原者有高風險進展到肝硬化或肝癌。,0
B型肝炎有什麼併發症,少部分急性感染者會發生猛爆型肝炎，而慢性感染者較可能進展成肝硬化或肝癌。,0
B型肝炎有哪些高風險族群,如果性伴侶或共同生活家人為B型肝炎帶原者，你就算是高風險族群。<br />再來就是有高風險性行為(多重性伴侶、因性傳染病就醫或接受治療者、男性同性性行為)以及共用針頭者。<br />慢性疾病患者如需長期洗腎者、需經常使用血液製劑治療之病患、愛滋病患、其他免疫功能不全患者(包括器官移植使用抗排斥藥物)、其他慢性肝臟疾病(包括C型肝炎)患者也算。<br />最後就是可能接觸血液之醫療公衛工作人員、照護機構住民及工作人員,0
B型肝炎傳染途徑為何？,好問題！B型肝炎病毒主要是透過體液或血液，由性行為、輸血、注射等途徑而傳染，又可分為垂直傳染及水平傳染。<br />垂直傳染是指帶原的媽媽在生產前後將B型肝炎病毒傳染給新生兒，臺灣的帶原者主要經由此途徑感染。<br />那水平傳染則是含有病毒的血液或體液透過皮膚或粘膜進入體內而感染，因此輸血、共用針頭或注射器、針灸、穿耳洞、紋眉、刺青、共用牙刷或刮鬍刀、性行為都有風險！。,0
B型肝炎潛伏期和可傳染期,B肝潛伏期通常為45-180天，平均為60-90天，潛伏期長短與感染的病毒量、傳染途徑及宿主本身因素有關。<br />簡單來說從出現第一個臨床症狀前數週到整個急性期，以及慢性帶原期皆具傳染性。,0
B型肝炎流行地區有哪些,B型肝炎為全球性疾病；盛行率以東亞和非洲地區最高，而且嬰兒及兒童期之感染非常普遍，另外有5~10%的成人為慢性帶原者。<br />在北美洲及歐洲，感染通常發生在青年時期後。,0
如何預防B型肝炎,<br />1. 不與別人共用刮鬍刀、牙刷、針頭、毛巾、指甲剪，以免刮破皮膚或黏膜而感染<br />2. 避免不必要的輸血、打針、針灸、刺青、穿耳洞等行為，使用拋棄式或充分消毒後的器具<br />3. B型肝炎帶原者需特別注意防範傳染他人，尤其是工作上常需接觸傷口之醫療人員及牙醫<br />4. 避免多重性伴侶及嫖妓，並採取安全性行為<br />5. 建議曾接受性病診療者，應接受B、C型肝炎衛教及篩檢，如B型肝炎未帶原且無抗體者，應接種Ｂ型肝炎<br />6. 進行預防接種 。,0
除了接種或投藥外的B型肝炎預防方法,這個問題非常好！首先就是不要與別人共用刮鬍刀、牙刷、針頭、毛巾、指甲剪，以免刮破皮膚或黏膜而感染。<br />避免不必要的輸血、打針、針灸、刺青、穿耳洞等行為，使用拋棄式或充分消毒後的器具。<br />最後一個就是要避免多重性伴侶及嫖妓，並採取安全性行為。,0
何時需要進行B型肝炎的預防接種或投藥,好問題！孕婦於姙娠第12週或第1次產檢時應接受B型肝炎產前篩檢。<br />那所有嬰幼兒於出生後24小時內應儘速接種並後續打完共三劑B型肝炎疫苗。<br />若你是B型肝炎感染高危險群若未曾感染且經檢驗為B肝病毒表面抗體陰性，建議接種疫苗來降低感染風險！。,0
我可以公費接種B型肝炎疫苗或投藥嗎？,政府目前有提供的三劑公費B型肝炎疫苗給每個新生兒接種，若想要後續追加則需自費了。,0
接種B型肝炎疫苗前要經過醫師評估？,沒錯！B型肝炎疫苗是一種安全有效之疫苗，但接種前必須先經醫師的詳細評估診察，以確認你的身體健康狀況，以及是否有疫苗使用禁忌症等，再決定是否可以接種。,0
接種B型肝炎疫苗需要額外付費嗎？,自費接種B型肝炎疫苗所需費用，一劑大約是$250~$500元，掛號及診療費約是$250~700元。<br />不過價格僅供參考，實際供應價格請以醫院公告為準。,0
我現在適合接種B型肝炎疫苗嗎？,曾經對B型肝炎疫苗或所含任何成份過敏、發燒或正患有急性中重度疾病者，皆不宜施打B型肝炎疫苗 。<br />母親非Ｂ型肝炎帶原者之低出生體重兒(少於2000公克)，他的第1劑Ｂ肝疫苗，需要於體重超過2000公克或出生滿1個月後接種。<br />若還有相關疑慮可再洽詢醫師做進一步評估。,0
我想了解B型肝炎疫苗或預防藥品,簡單來說就是用來預防B型肝炎的疫苗，一般兒童及成人接種完整3劑疫苗後，所產生的保護力可維持至少20年或更久。<br />臺灣為Ｂ型肝炎高感染地區，年幼時期的感染易演變成慢性帶原者，所以需要按時完成預防接種，能有效預防感染。,0
B型肝炎疫苗該接種幾劑？,所有嬰幼兒於出生後24小時內、1個月、6個月，應完成三劑B型肝炎疫苗接種；若母親檢驗結果為高傳染性B型肝炎帶原者，其新生兒應於出生後儘速注射一劑B型肝炎免疫球蛋白，最遲不要超過24小時！。<br />B型肝炎感染高危險群，如未曾感染且經檢驗為B肝病毒表面抗體陰性，建議接種3劑疫苗。<br />B型肝炎感染高危險群，但曾於嬰幼兒時期依規定時程完成疫苗接種的人，可追加1劑B型肝炎疫苗，1個月後再抽血檢驗，如表面抗體仍為陰性，可依「0-1-6個月」之時程接續完成。,0
B型肝炎疫苗保護力可以持續多久？,一般兒童及成人接種完整3劑疫苗後，超過95%接種者的保護力可維持至少20年或更久，可能終生皆有保護力。<br />但年齡越高，產生抗體效果就越差。,0
這是接種B型肝炎疫苗的副作用嗎？,成人接種B型肝炎疫苗，最常見的不良反應是注射部位疼痛，其次是輕微全身不舒服，像比如說疲倦、頭痛、不適等<br />那有低於1%的人會出現發燒。而嚴重全身性反應或嚴重過敏性反應則極為罕見<br />,0
接種B型肝炎疫苗後有副作用該怎麼辦？,成人接種B型肝炎疫苗，最常見的不良反應是注射部位疼痛，其次是輕微全身不舒服，像比如說疲倦、頭痛、不適等<br />那有低於1%的人會出現發燒。而嚴重全身性反應或嚴重過敏性反應則極為罕見<br />,0
疑似感染B型肝炎了怎麼辦？,如經檢查疑似感染B型肝炎或有疑似感染B型肝炎之症狀，應儘速至附近醫療院所，由醫師進行評估及治療<br />感染B型肝炎者多無症狀，少部份的人會有腹部不適、食慾不振、全身無力、疲倦、噁心、嘔吐、黃疸、茶色尿等情形。慢性帶原者常常無症狀或只出現容易疲累和倦怠等情形<br />,0
罹患B型肝炎要注意什麼？,這個問題非常好！建議發病日後滿6個月，應至醫療院所進行預後檢查，以瞭解是否康復（產生Ｂ型肝炎病毒表面抗體）或成為慢性帶原者<br />如成為慢性帶原者，建議定期至醫療院所接受追蹤檢查，並特別注意防範傳染他人。勿與人共用任何可能接觸血體液之物品，如刮鬍刀、牙刷等。勿捐血液、身體器官或精卵等。落實安全性行為，並鼓勵性伴侶接種B型肝炎疫苗<br />,0
疑似罹患B型肝炎要去哪裡就醫？,請儘速至附近醫療院所就診！。,0
B型肝炎要怎麼治療？,好問題！目前國內治療之藥物有干擾素、Lamivudine、Adefovir 、Entecavir、Telbivudine及Tenofovir等<br />中央健康保險署自2003年10月起開始推動「全民健康保險加強慢性B型及C型肝炎治療計畫」，有關治療對象之藥品給付規定及特約醫院等，請參閱該署網站<a target='_blank' href='http://www.nhi.gov.tw'>http://www.nhi.gov.tw</a><br />慢性B肝帶原者可就近前往特約醫院接受評估，依醫師指示治療，以降低其未來罹患肝硬化及肝癌之風險<br />,0
什麼是狂犬病？,狂犬病病毒隨著動物的唾液，透過動物抓、咬的傷口而感染。,0
狂犬病會有什麼症狀？,狂犬病初期症狀有發熱、頭痛或咬傷部位異樣感，數天後出現異常亢奮或恐懼現象，然後麻痺、吞嚥困難、咽喉部痙攣，並引起恐水現象（因喝水或看到水引起之喉部痙攣），隨後併有精神錯亂及抽搐等情況，患者常因呼吸麻痺而死亡。,0
罹患狂犬病的嚴重性？,若未採取任何醫療措施，患者在2~6 天內(有時會更久)常因呼吸麻痺而死亡！。,0
狂犬病有哪些高風險族群,主要是經常接觸野生哺乳動物或流浪貓犬之人士，如動物防疫人員、獸醫師、巡山員等<br />那前往狂犬病高風險國家（例如印度、中國大陸或東南亞等）的旅客也需要特別小心<br />,0
狂犬病傳染途徑為何？,這問題非常好！患有狂犬病之動物，其唾液中含有病毒，而狂犬病病毒隨著動物的唾液，透過動物抓、咬的傷口進入到人體<br />也會有非經動物咬傷的感染，像比如說在蝙蝠山洞內吸入病毒顆粒、實驗中吸入霧氣或經患者之器官移植而受到感染<br />人與人之間的直接傳染，目前理論上認為有可能，然至今尚無病例報告<br />,0
狂犬病潛伏期和可傳染期,狂犬病潛伏期從1至3個月不等，偶而短於7天，長可1年以上，視傷口嚴重程度、傷口部位神經分佈的多寡或與腦的距離、病毒株別、病毒量、衣服的保護程度及其他因素等而定<br />一般犬、貓自臨床症狀出現前3~7天（很少超過4天）開始，以及整個病程都具傳染力。經過研究，不同哺乳動物的可傳染期有差異<br />人感染狂犬病之可傳染期則尚未清楚，但若仍可由唾液檢出狂犬病毒，就會被視為有傳染力<br />,0
狂犬病流行地區有哪些,狂犬病病毒隨著動物的唾液，透過動物抓、咬的傷口而感染。,0
如何預防狂犬病,狂犬病病毒隨著動物的唾液，透過動物抓、咬的傷口而感染。,0
除了接種或投藥外的狂犬病預防方法,好問題！一定要避免接觸野生動物或領養來源不明的野生動物<br />那家中的寵物要每年接受狂犬病疫苗接種，並且要避免和野生動物接觸<br />另外就是不要隨便餵食流浪狗或流浪貓<br />,0
何時需要進行狂犬病的預防接種或投藥？,這問題非常好！狂犬病疫苗跟一般疫苗不一樣，不見得要事先打，被抓咬傷後立即施打，仍有保護效力<br />從事獸醫、狂犬病相關研究人員、野生動物研究人員及捕狗人員等工作者或需長期滯留在國外狂犬病流行地區者，特別是要去偏遠和缺乏醫療設施的鄉村地方，應接受暴露前預防接種<br />,0
我可以公費接種狂犬病疫苗或投藥嗎？,自2014年1月1日起，人用狂犬病疫苗及免疫球蛋白已經納入全民健保給付範圍了！。,0
接種狂犬病疫苗前要經過醫師評估？,狂犬病疫苗是一種安全有效之疫苗，接種前必須先經醫師的詳細評估診察，以確認個案身體健康狀況，以及是否有疫苗使用禁忌症等，再決定接種與否。,0
接種狂犬病疫苗需要額外付費嗎？,暴露「後」狂犬病疫苗自2014年起納入健保給付，但每家醫院的掛號費不一<br />另外，施打暴露「前」狂犬病疫苗須自行付費，依各醫院公告價格為主<br />不過近期因國際狂犬病疫苗貨源嚴重短缺，國內暫不提供前往狂犬病高風險國家旅遊等暴露前預防接種<br />,0
我現在適合接種狂犬病疫苗嗎？,如遭哺乳動物抓咬傷，請確實清洗及消毒傷口後立即就醫，請醫師評估是否需要接種疫苗<br />高風險族群則可由醫師評估是否該接種暴露前疫苗<br />對新霉素有過敏者我就不建議接種了，除非有高度接觸狂犬病的風險或者需要作傷後治療才需接種<br />,0
我想了解狂犬病疫苗或預防藥品,狂犬病疫苗跟一般疫苗不一樣，不見得要事先打，被抓咬傷後立即施打，仍有保護效力<br />另外針對高風險族群，有提供暴露前預防疫苗接種<br />,0
狂犬病疫苗該接種幾劑？,暴露前預防接種需注射3劑疫苗後(分別為第0、7及21或28天各施打一劑狂犬病疫苗)才能產生足夠的保護力。特定高風險族群需經過相關人士評估進行追加<br />若為暴露後(經動物抓咬傷)，且以前未曾接種過狂犬病疫苗者，需接種四劑；以前曾完整接種過狂犬病疫苗者，只需接種兩劑<br />,0
接種狂犬病疫苗後或投藥後要注意什麼,若有副作用或不適症狀，應儘速就醫處理！。,0
這是接種狂犬病疫苗後的副作用嗎？,1%-6%的傷前接種者會在打針的地方產生疼痛、紅斑、腫脹和發癢<br />少數接種者會產生全身的反應，例如頭痛、噁心、腹痛、肌肉痛和頭暈。而發生過敏性休克的機會則很小<br />請儘速至原接種疫苗之醫療院所就醫！,0
接種狂犬病疫苗後有副作用該怎麼辦？,1%-6%的傷前接種者會在打針的地方產生疼痛、紅斑、腫脹和發癢<br />少數接種者會產生全身的反應，例如頭痛、噁心、腹痛、肌肉痛和頭暈。而發生過敏性休克的機會則很小<br />請儘速至原接種疫苗之醫療院所就醫！,0
疑似感染狂犬病了怎麼辦？,若被野生哺乳類動物或流浪貓犬抓咬傷，請至狂犬病疫苗接種服務醫院就醫，各縣市均有施打點<br />一旦被動物咬傷時，請遵循「記、沖、送、觀」四字訣：<br /> 1. 記：保持冷靜，牢記動物特徵<br /> 2. 沖：用大量肥皂、清水沖洗15分鐘，並以優碘消毒傷口<br /> 3. 送：儘速送醫評估是否要接種疫苗<br /> 4. 觀：儘可能將咬人動物繫留觀察10天。若動物兇性大發，不要冒險捕捉<br />,0
罹患狂犬病要注意什麼？,這問題非常好！接種暴露後疫苗之後仍需持續留意身體狀況，若有異樣請儘速就醫！。,0
疑似罹患狂犬病要去哪裡就醫？,若被野生哺乳類動物或流浪貓犬抓咬傷，請至狂犬病疫苗接種服務醫院就醫，各縣市均有施打點。,0
狂犬病要怎麼治療？,好問題！如遭哺乳動物抓咬傷，請立即以肥皂及清水沖洗傷口15分鐘，以優碘或70%酒精消毒，並立即就醫！<br />依據醫師診斷及評估，會施予預防破傷風、狂犬病免疫球蛋白及曝露後疫苗接種及其他感染預防措施<br />,0
被動物咬傷時，該怎麼辦？,,X
什麼是瘧疾？,瘧疾是一種由瘧原蟲所引起的傳染病，為全球最普遍的疾病之一，根據WHO公布，約50%全球人口身處瘧疾感染風險區<br />1965年WHO正式將臺灣列入瘧疾根除地區，不過近年皆有境外移入個案，每年境外移入病例大約10至30例，主要來自東南亞、非洲及大洋洲<br />,0
瘧疾會有什麼症狀？,這問題非常好！感染瘧疾早期的症狀跟流感類似，最主要的症狀為發燒、畏寒及顫抖接著冒冷汗<br />也可能出現其他症狀，像比如說頭痛、肌肉痛、關節痛、噁心、嘔吐和疲倦<br />如果沒有接受適當的治療，數天後會出現間歇性或週期性的畏寒及顫抖、發燒及出汗等症狀，嚴重者可能導致脾腫大、黃疸、休克、肝腎衰竭、肺水腫、急性腦病變及昏迷<br />,0
罹患瘧疾的嚴重性？,重症患者可能有嚴重貧血及器官衰竭等症狀，乃至死亡！。,0
瘧疾有什麼併發症？,重症患者可能併發神經異常、嚴重貧血、肺水腫或急性呼吸窘迫症、循環衰竭和休克、急性腎衰竭、代謝性酸中毒及低血糖等症狀。,0
瘧疾有哪些高風險族群？,主要是前往瘧疾流行地區的民眾或是在瘧蚊孳生較多的場所居住或活動的人<br />而孕婦、嬰幼兒、HIV感染者及免疫力不全者為重症死亡之高危險群，要特別注意！<br />,0
瘧疾傳染途徑為何？,這問題非常好！瘧疾主要藉由瘧蚊叮咬傳播。當被感染且具傳染能力的雌性瘧蚊叮咬時，將瘧原蟲注入人體，導致被叮的人感染瘧疾<br />此外，輸血、器官移植、注射藥物不慎也可能導致感染瘧疾，而生病的母親經由胎盤有可能傳染瘧疾給嬰兒<br />過去也曾經發生過實驗室操作不當導致感染的意外<br />,0
瘧疾潛伏期和可傳染期,大多數人感染後，隨瘧原蟲種類不同而有差異，一般潛伏期為7至30天，但亦有長達數月或數年的可能。此外，如果有使用預防藥物，也可能延遲症狀出現的時間<br />當人體血液中出現瘧原蟲之雌、雄配子體(Gametocyte)時，就是會傳染的時期，最早為發病後3天，最晚則是14天<br />,0
瘧疾流行地區有哪些？,世界衛生組織公布，目前仍有約90個國家為瘧疾感染危險地區，主要為非洲撒哈拉沙漠以南、東地中海、大洋洲、中南美洲及東南亞等地區。<br />,0
如何預防瘧疾？,前往瘧疾流行國家，應瞭解該地瘧疾感染相關資訊，並採取防蚊措施，及經醫師評估後，服用合適的瘧疾預防藥物。<br />你可以利用蚊帳、妥善使用政府機關核可含DEET或Picaridin之防蚊液，以及穿著淺色長袖衣褲等來預防蚊蟲叮咬。<br />那建議懷孕或計畫懷孕婦女，如沒有必要應暫緩前往流行地區，若必須前往請依醫囑服用預防藥物及做好個人防護措施。<br />,0
除了投藥外的瘧疾預防方法？,,X
何時需要進行瘧疾的預防投藥？,這問題非常好！請至少於出國前4-6週，先至旅遊醫學門診向醫師諮詢。<br />醫師會評估你感染的風險、有沒有服用藥物上的禁忌症，以及與其他正在服用的藥物之間的交互作用，決定是否有需要預防性投藥以及選擇合適的藥物種類。<br />,0
我現在適合接種瘧疾疫苗嗎？,,X
我想了解瘧疾的預防藥品,WHO目前正推動一種稱之為ACT的治療方式，是以一種青蒿素（Arteminisin或其衍生物）為主混合其他藥物（如Mefloquine， Amodiaquine或Sulfadoxine-Pyrimethamine等）進行投藥。<br />國內現有瘧疾治療藥物包含羥氯奎寧(Hydroxychloroquine) 錠劑、普來馬奎寧(Primaquine)錠劑、青蒿素(Artesunate) 針劑以及ACT (Falcitrim®) 錠劑。<br />而常用的預防藥物包括美爾奎寧(Mefloquine)、Malarone(atovaquone/proquanil)、去氧羥四黴素(Doxycycline)及羥氯奎寧(Hydroxychloroquine)。<br />,0
瘧疾預防投藥後要注意什麼,,X
疑似感染瘧疾了怎麼辦？,若曾至瘧疾流行地區旅遊、旅遊期間或旅遊後，出現間歇性發熱、發冷或其他類似流感症狀，請儘速就醫，並主動告知旅遊史及藥物史。感染後如延誤治療，可能會致命！。,0
罹患瘧疾要注意什麼？,好問題！罹病期間應做好自我隔離，減少周遭瘧蚊再次叮咬的機會，以防疾病傳染給身邊的人<br />曾在三年內罹患瘧疾、自瘧疾流行區回國一年內，或瘧疾流行區居民自該地區離境日起三年內，應暫緩捐血！<br />,0
疑似罹患瘧疾要去哪裡就醫？,如果出現間歇性發熱、發冷或其他類似流感症狀，應該要迅速至附近醫療院所就醫<br />到時候也別忘了告訴醫師你的旅遊史，以及是否曾經服用藥物<br />,0
瘧疾要怎麼治療？,這問題非常好！治療瘧疾時應先判斷是否為瘧疾重症，重症必須當作內科急症來治療，如不積極治療，可能有生命危險！<br />目前臨床上針對瘧疾多使用混合治療，即使用兩種或兩種以上不同作用模式及針對瘧原蟲不同生化標的之藥物。目的是因應抗藥性的發展，以改善治療效率<br />,0
了解瘧疾用藥,WHO目前正推動一種稱之為ACT的治療方式，是以一種青蒿素（Arteminisin或其衍生物）為主混合其他藥物（如Mefloquine， Amodiaquine或Sulfadoxine-Pyrimethamine等）進行投藥。<br />國內現有瘧疾治療藥物包含羥氯奎寧(Hydroxychloroquine) 錠劑、普來馬奎寧(Primaquine)錠劑、青蒿素(Artesunate) 針劑以及ACT (Falcitrim®) 錠劑。<br />而常用的預防藥物包括美爾奎寧(Mefloquine)、Malarone(atovaquone/proquanil)、去氧羥四黴素(Doxycycline)及羥氯奎寧(Hydroxychloroquine)。<br />,0
瘧疾用藥有哪些種類？,國內現有瘧疾治療藥物包含羥氯奎寧(Hydroxychloroquine) 錠劑、普來馬奎寧(Primaquine)錠劑、青蒿素(Artesunate) 針劑以及ACT (Falcitrim®) 錠劑。<br />而常用的預防藥物包括美爾奎寧(Mefloquine)、Malarone(atovaquone/proquanil)、去氧羥四黴素(Doxycycline)及羥氯奎寧(Hydroxychloroquine)。<br />,0
什麼是黃熱病？,您可至國內的旅遊醫學門診接種黃熱病疫苗。,0
黃熱病會有什麼症狀？,好問題！通常病人會有發燒及肝功能異常等症狀，或是有猝發性冷顫、頭痛、背痛、全身肌肉痛、食慾不振、噁心、嘔吐<br />部分患者在數小時至1天的緩解之後，就進入中毒期，會有發燒、黃疸、蛋白尿及出血徵候，如流鼻血、牙齦出血、吐血或黑便，甚至出現肝臟或腎臟衰竭因而導致無尿<br />,0
罹患黃熱病的嚴重性？,進入中毒期的病人7至10天內死亡率約20~50%<br />全球每年估計約有20萬黃熱病病例，造成3萬人死亡<br />,0
黃熱病有哪些高風險族群？,前往黃熱病流行地區的民眾要特別注意<br />另外在病媒蚊孳生較多的場所居住或活動的民眾也是高風險族群<br />,0
